timestamp,omega_eng(t),omega_load(t),delta_w(t)
0.45,45.72106347826772,45.54277621107322,0.17828726719450572
0.451,45.77881317912066,45.62807807118222,0.1507351079384378
0.452,45.82595943140902,45.713630638020135,0.11232879338888324
0.453,45.86552998408246,45.79925396957034,0.06627601451211973
0.454,45.901180384637826,45.88476035859196,0.016420026045864233
0.455,45.9368944145836,45.96996980122405,-0.03307538664045495
0.456,45.976656868685055,46.05472390548062,-0.07806703679556648
0.457,46.02411560417123,46.13889960977182,-0.11478400560059043
0.458,46.08226672600579,46.22242022306895,-0.14015349706316016
0.459,46.153194280104216,46.30526179914995,-0.1520675190457368
0.46,46.23788470884834,46.387455002587224,-0.14957029373888275
0.461,46.33613329369601,46.46908227752717,-0.13294898383116305
0.462,46.44655225885048,46.55027052532318,-0.103718266472697
0.463,46.56668159240057,46.63117988805684,-0.06449829565627141
0.464,46.693194707363176,46.71198958063752,-0.018794873274345036
0.465,46.82218285656324,46.79288191671647,0.02930093984677029
0.466,46.94949790977073,46.87402510429648,0.07547280547424862
0.467,47.07111587357539,46.95555840382394,0.11555746975144388
0.468,47.183492208280036,47.03758026459084,0.14591194368919957
0.469,47.28388208814491,47.12013929825774,0.1637427898871664
